gage_id,seg_id,RefNonRef,Area,NSE,Pbias,RSR,AbsPbias,NSEeval,AbsPbiaseval,RSReval,SumScore,DI
01464720,1769,NonRef,-1.303421481,0.242888596,16.7,0.870058914,16.7,0,1,0,1,27
01464750,1772,NonRef,-0.280529499,0.552900689,-4.2,0.668589956,4.2,1,1,1,3,28
01464907,1771,NonRef,-2.989937016,0.428017774,-11.9,0.756201805,11.9,0,1,0,1,25
01465798,1777,NonRef,0.724842323,0.063200691,-27.3,0.967854159,27.3,0,0,0,0,23
01475300,1782,NonRef,-21.20563035,0.349187779,-33.3,0.806685901,33.3,0,0,0,0,18
01475510,1806,NonRef,-6.974430405,0.287509715,-46,0.844048055,46,0,0,0,0,20
01467042,1783,NonRef,-0.105429626,0.122495854,-44.3,0.93668583,44.3,0,0,0,0,19
01467086,1784,NonRef,-1.620029455,0.297213356,-28.1,0.838281797,28.1,0,0,0,0,22
01467000,1792,NonRef,5.252829785,0.666849721,-11.6,0.577178325,11.6,1,1,1,3,20
01466900,1793,NonRef,22.1711651,0.565366135,-0.6,0.659189815,0.6,1,1,1,3,18
01465850,1795,NonRef,-9.208637144,0.464153417,19.6,0.731973003,19.6,0,1,0,1,19
01466500,1794,Ref   ,-2.610857853,-3.394786959,99.1,2.096323701,99.1,0,0,0,0,12
01475850,1798,NonRef,-2.221672133,0.592957001,-0.5,0.637968301,0.5,1,1,1,3,18
01467150,1800,NonRef,-5.239687848,0.166854042,-59.7,0.912741279,59.7,0,0,0,0,17
01477000,1809,NonRef,-8.252747913,0.353427577,-22.1,0.804078616,22.1,0,1,0,1,24
01475530,1803,NonRef,-27.99035854,0.360335692,-26.4,0.799741085,26.4,0,0,0,0,25
